"subTR","meanTR","TsubTR","TmeanTR","ftsvdTR","TftsvdTR","Iter","Sig2E1","Sig2E2","SeedNumber","Tau","n","Grid","nFeat"
1.11593898978198,8.86119983333592,0.495265416002336,8.80488484501888,25.1481451937101,25.1275182728241,1,1,1.5,636,1,30,3,500
1.01071752376409,8.52126021931475,0.143545290646377,8.46198820119937,12.4722936252951,12.4320767854017,2,1,1.5,637,1,30,3,500
1.13135420487503,7.9075458625941,0.527357242503231,7.84328518602496,12.3908278228498,12.3494701098651,3,1,1.5,638,1,30,3,500
1.05068507594737,7.83397869737498,0.320107417498706,7.76924835717728,12.8083802449508,12.7697817079401,4,1,1.5,639,1,30,3,500
1.01027829368379,8.72505210206716,0.143222276649593,8.66734992091541,11.6318797110308,11.5893058283792,5,1,1.5,640,1,30,3,500
1.00996401168192,7.88125844928921,0.139598056205274,7.81793673261013,13.4877908735485,13.4519310183645,6,1,1.5,641,1,30,3,500
1.08949639064864,7.95470976040991,0.434547803574872,7.89184394211118,13.5754931707012,13.5396008884573,7,1,1.5,642,1,30,3,500
2.52736706805499,7.43985812498944,2.32153700586155,7.3720877684515,12.2280617727111,12.1868736509852,8,1,1.5,643,1,30,3,500
1.22613896815539,7.84558766144905,0.709212015892833,7.78151665414306,13.19743125539,13.1600392922797,9,1,1.5,644,1,30,3,500
1.01183091109958,7.11693901931041,0.153375408942696,7.04565936862577,11.1971056010625,11.1521342259885,10,1,1.5,645,1,30,3,500
1.06216333960954,7.3048813152633,0.358544468833801,7.23714661821475,10.9696142825837,10.9227169948412,11,1,1.5,646,1,30,3,500
1.12157186801132,8.37828198882219,0.506557577626079,8.31875996399069,12.1225657614929,12.0821344017964,12,1,1.5,647,1,30,3,500
1.40573743225334,8.16171171800499,0.989265776614473,8.09939619865374,13.5448100610674,13.5070410109393,13,1,1.5,648,1,30,3,500
1.33156381487136,8.07131002387473,0.878679743850295,8.00951823179436,11.0320608371968,10.9860806617328,14,1,1.5,649,1,30,3,500
1.04466120083748,7.86046734232042,0.304252831603475,7.79673869016279,11.8836807017582,11.842121183286,15,1,1.5,650,1,30,3,500
1.10961213973433,7.36948521073845,0.482019558421688,7.30065116861635,13.7556590244357,13.7204891154651,16,1,1.5,651,1,30,3,500
3.48660077006167,15.1009508409642,3.34024791455707,15.0670180079353,17.2618099338585,17.2310821401066,17,1,1.5,652,1,30,3,500
1.49305644602004,7.98753727735208,1.10928976493698,7.92338597831306,13.9080473953903,13.8722848154792,18,1,1.5,653,1,30,3,500
1.33413360801006,7.44748440016209,0.883475766640551,7.37934521143708,13.3257621618735,13.2882696002382,19,1,1.5,654,1,30,3,500
1.11117860577708,8.46475503698963,0.486150483149929,8.40522929081872,12.7390832953407,12.7005034039353,20,1,1.5,655,1,30,3,500
4.05933834591435,9.82176344777477,3.93486242122504,9.77130039292283,11.5713936580928,11.5280536721857,21,1,1.5,656,1,30,3,500
1.78095525371104,8.34210617485838,1.47375414683633,8.28160101664664,13.6064007329734,13.5706027055787,22,1,1.5,657,1,30,3,500
2.13918479974116,8.50476825375176,1.89087211766267,8.44566390994172,12.3598364729423,12.3183138492979,23,1,1.5,658,1,30,3,500
1.12608206459721,7.46391028592743,0.517932426796632,7.39751479009947,11.7046361456826,11.6619227738202,24,1,1.5,659,1,30,3,500
1.01603504771713,6.97351573369803,0.178870724704045,6.90078592980465,11.724852854741,11.6817544349267,25,1,1.5,660,1,30,3,500
1.01169292571045,9.1689218798256,0.152283074059365,9.11219551472189,14.2701873555131,14.2338272501984,26,1,1.5,661,1,30,3,500
1.26222083693633,8.49469532096721,0.77084243033875,8.43423147814002,12.5121033476561,12.472228451303,27,1,1.5,662,1,30,3,500
1.07109653207174,7.51480026063329,0.38466677106034,7.44818653918009,14.5342201020758,14.4998584210374,28,1,1.5,663,1,30,3,500
1.0159671318466,8.19649738971644,0.179127125934046,8.13484821600123,12.0046047025804,11.9629000519267,29,1,1.5,664,1,30,3,500
1.00914801515644,8.30978072001398,0.137597487521483,8.24917710501386,13.8722749478971,13.8362585543953,30,1,1.5,665,1,30,3,500
2.21291669552496,8.62388585340337,1.97429632576186,8.56502394282045,15.6248650560256,15.5923843852136,31,1,1.5,666,1,30,3,500
1.04243964807375,8.02076484075635,0.29179876641243,7.95824972765632,12.4982204965342,12.4584726757471,32,1,1.5,667,1,30,3,500
1.03971076218687,7.97010891476955,0.284048931810328,7.90646090549801,12.1342187536523,12.0927903525915,33,1,1.5,668,1,30,3,500
1.0791623582553,8.90864043196799,0.407070102214744,8.85166540806407,11.7000812550991,11.6571655486777,34,1,1.5,669,1,30,3,500
1.07551068992623,8.14697149294762,0.395505617491443,8.08500654270464,12.5181643999788,12.4788844181547,35,1,1.5,670,1,30,3,500
1.02661274728817,8.27489196024218,0.235022022979116,8.21532200669872,12.6706429333577,12.6316808336765,36,1,1.5,671,1,30,3,500
1.01253804074372,7.75973130605743,0.156963121867395,7.69430245274922,12.7024672785568,12.6633117096258,37,1,1.5,672,1,30,3,500
2.96494390876922,12.0608642874413,2.79178044523004,12.0185093903229,9.99741449426572,9.94691360412991,38,1,1.5,673,1,30,3,500
1.69931867936969,8.70469379452816,1.37406286427714,8.64703956025355,11.4145152100052,11.3700119823154,39,1,1.5,674,1,30,3,500
1.02705740086315,7.89414166553977,0.234446719100609,7.83034820367645,12.9399810757523,12.9014951305576,40,1,1.5,675,1,30,3,500
1.02106438671503,8.03236249798762,0.208102600616114,7.96951362288991,10.8183832559549,10.7723460950739,41,1,1.5,676,1,30,3,500
