"subTR","meanTR","TsubTR","TmeanTR","ftsvdTR","TftsvdTR","Iter","Sig2E1","Sig2E2","SeedNumber","Tau","n","Grid","nFeat"
1.22468944994155,8.65454321338615,0.708427415409049,8.59689261070053,18.0281898897503,18.0004239739904,1,1,1.5,736,1,30,3,500
1.0349880552278,8.33522792523656,0.266748733937736,8.27531453832309,19.3410931134003,19.3149955662658,2,1,1.5,737,1,30,3,500
1.00954789758179,8.16025622005012,0.140494130992273,8.09884210825092,17.2547419654907,17.2252969664649,3,1,1.5,738,1,30,3,500
1.04153482853978,7.66980939277811,0.292743879702327,7.60523266082384,16.7142761579562,16.6844331420375,4,1,1.5,739,1,30,3,500
1.149458474411,8.4562542770241,0.567103709623093,8.39673270219768,16.7740323184124,16.7438139380758,5,1,1.5,740,1,30,3,500
1.01318712923893,8.70599718579298,0.162907585243258,8.64761220394974,18.8310095544666,18.803284561554,6,1,1.5,741,1,30,3,500
1.02506053792114,6.8093512621026,0.224203587737593,6.73496075032947,17.5829543745263,17.5539163306644,7,1,1.5,742,1,30,3,500
2.89693730654614,11.3318156675313,2.71849252103436,11.2873066532632,17.3024355608861,17.2730912146423,8,1,1.5,743,1,30,3,500
1.01836121430753,7.00852792990777,0.191071829690157,6.93666483785015,17.2033512308752,17.17411316173,9,1,1.5,744,1,30,3,500
1.01204777763508,8.06024453079316,0.153938484217893,7.99717697204515,17.4984431172244,17.4698067338398,10,1,1.5,745,1,30,3,500
1.14027607771823,7.45657559822459,0.545995335690399,7.38870828808662,16.7746348015836,16.7440276047986,11,1,1.5,746,1,30,3,500
1.6138352355343,8.02235297858926,1.26798342672622,7.9610345095579,17.155085507223,17.1272488506204,12,1,1.5,747,1,30,3,500
1.07111420062586,7.06015025551426,0.385169373859039,6.98893630733683,17.4335043105672,17.4044944417587,13,1,1.5,748,1,30,3,500
1.28704152960367,7.84549236144235,0.810352025338396,7.78100872325061,17.8835384750226,17.8551474615938,14,1,1.5,749,1,30,3,500
1.29260371058215,7.67422312913477,0.819347038940427,7.60992297076136,17.0571274354068,17.0292253844972,15,1,1.5,750,1,30,3,500
2.05672791978076,9.26993404593317,1.79707886908877,9.21540684721677,17.9552855962429,17.9268465813314,16,1,1.5,751,1,30,3,500
1.46417653441691,8.89427629327366,1.06893643789741,8.83771783802977,17.995163365473,17.9679770547123,17,1,1.5,752,1,30,3,500
1.01089896592556,7.23404897019585,0.143530410167534,7.16552955872369,15.7904962783671,15.7596589255051,18,1,1.5,753,1,30,3,500
1.33623017477075,8.33709772525184,0.885264896613,8.27791426761384,17.6121195475373,17.5846173544414,19,1,1.5,754,1,30,3,500
1.00761958412832,7.58807133166173,0.126677522798367,7.52150158480144,16.8131193779175,16.7832203102807,20,1,1.5,755,1,30,3,500
1.0607680991903,8.3015527798561,0.353898938116728,8.24132508772422,18.0973561081865,18.0706344818227,21,1,1.5,756,1,30,3,500
1.01743658658519,9.54174197045982,0.188942069737757,9.48802319019437,18.4937334224452,18.4660136338592,22,1,1.5,757,1,30,3,500
1.67332339679956,7.40527893664344,1.34244117869372,7.33781717046598,17.8075649727652,17.7792140452517,23,1,1.5,758,1,30,3,500
1.97725615035331,7.97636760397173,1.70625761299695,7.91465375501582,18.0127927603149,17.9859336724213,24,1,1.5,759,1,30,3,500
1.05285042999779,8.33368568654345,0.330893990763612,8.27361498757759,17.6478161733661,17.6200099130461,25,1,1.5,760,1,30,3,500
1.05120981544983,8.33421022512251,0.323473980973108,8.27483253916967,17.7352593592868,17.708101638347,26,1,1.5,761,1,30,3,500
1.01103396690957,8.8217308819098,0.149196394470402,8.76580032666155,17.9342659034051,17.9077200049835,27,1,1.5,762,1,30,3,500
1.184850294126,8.85705589477267,0.636419046886745,8.80001070981768,17.0029289857241,16.9732918920572,28,1,1.5,763,1,30,3,500
1.27568492219261,7.62361915816275,0.792233898804864,7.55715079222768,17.7631309769699,17.7338881118892,29,1,1.5,764,1,30,3,500
1.32563862519339,6.6628234086695,0.869861427325839,6.58683697767569,17.1869502212062,17.157110720335,30,1,1.5,765,1,30,3,500
1.00962665409413,7.91618768416784,0.142959066843403,7.85252218552895,17.8755867156606,17.8471356942731,31,1,1.5,766,1,30,3,500
1.63204736693599,8.15703235223254,1.29041371158188,8.0958254035741,18.3699997555603,18.3424969090881,32,1,1.5,767,1,30,3,500
1.28121042827809,7.39826180451546,0.801628070010016,7.33020173639804,17.6883127960596,17.659982353296,33,1,1.5,768,1,30,3,500
1.26762815074053,9.46928646923687,0.779886265809701,9.41609390771018,18.3844639840141,18.3571342008063,34,1,1.5,769,1,30,3,500
1.04399654630627,8.69498987998672,0.299288559322541,8.63630401831064,19.0814797548379,19.0551353023944,35,1,1.5,770,1,30,3,500
1.05428147192418,7.26842436773063,0.331248703392987,7.1988781593771,16.9432355771031,16.9139027678594,36,1,1.5,771,1,30,3,500
1.00764232750388,7.60441230966429,0.130541538493504,7.53889287219037,17.1809439469013,17.1519844387901,37,1,1.5,772,1,30,3,500
1.11679755732406,7.72798744293109,0.498412110957182,7.66353602158742,16.6688559759639,16.6392405437347,38,1,1.5,773,1,30,3,500
1.01273157481936,9.50054234770485,0.158623530040968,9.44779629245051,18.1530688732841,18.1252576045771,39,1,1.5,774,1,30,3,500
1.4022986553223,7.8385281144493,0.983002914664682,7.77392107848611,17.4630169275734,17.4333932399608,40,1,1.5,775,1,30,3,500
40.3490870849892,9.6603683359252,40.3371414024238,9.60905533843417,17.664836671121,17.6370436580068,41,1,1.5,776,1,30,3,500
