"FTSVD1","FTSVD1M","FTSVD1R","FTSVD1MR","SupFTSVD1","SupFTSVD1M","SupFTSVD1CM","SupFTSVD1R","SupFTSVD1MR","SupFTSVD1CMR","bFTSVD1","bSupFTSVD1","xiFTSVD1","xiSupFTSVD1","lamFTSVD1","lamSupFTSVD1","Gamma1","Gamma2","CWR2_FTSVD1","CWR2_SupFTSVD1","CWR2_TRUE","AR2_FTSVD1","AR2_SupFTSVD1","sigRcomp1","sigRcomp1R","Sig2B","Sig2M","RSig2B","RSig2M","Cov2R","SupCov2R","FTSVD1MP","Iter","Sig2E","comp","SeedNumber","Tau","n","Grid","nFeat"
4.86387204653553,17.9558692569942,0.0610573194819366,Inf,0.154419772538555,15.9967749558051,2.35902434966694,0.00268824219699265,Inf,Inf,0.0183619555316164,0.0175767863686992,0.247576820422956,0.000198011859336875,538.676077709826,0.999995507907737,32.1613282549283,-30.7080829658108,0.833797687855106,0.952983922206691,0,0.833797687855106,0.952983922206691,1464800.88559094,0.0357617403708726,-0.00804030843053039,6.4646559658058e-05,-0.00804030843053039,6.4646559658058e-05,-0.0509202736305847,-0.060000825232795,2.48421757744604,1,1,1,736,1,30,3,500
3.9958388884086,12.8697800943274,0.0538344781032929,Inf,0.16688895000964,12.6975174459361,1.19339151141921,0.00307682774098426,Inf,Inf,0.0288377632624553,0.0266221096493256,0.27616436572134,0.000224534432233993,386.093402829823,1.00035986603207,10.0659877380064,2.83449009233537,0.767478030237751,0.897318264836352,0,0.767478030237751,0.897318264836352,2231620.39341188,0.0544829197610322,-0.00555529638290664,3.08613179019356e-05,-0.00555529638290664,3.08613179019356e-05,-0.0452553003410954,-0.064484817087858,2.01149295652843,2,1,1,737,1,30,3,500
4.4996285631699,13.5683686737386,0.0417810222079973,Inf,1.53321026496739,15.0874205962849,3.15220525977074,0.013985945759515,Inf,Inf,0.0213876035223228,0.0193933589462526,0.205281333475749,0.0253041263071874,407.051060212158,1.00002654438275,-42.6516987371133,41.1054566598258,0.768218430400183,0.910138591590105,0,0.768218430400183,0.910138591590105,15422.6082793313,0.000376528522444612,0.284490151287699,0.0809346461796977,0.284490151287699,0.0809346461796977,-0.00517838304456375,0.0243612697169163,3.37395730505756,3,1,1,738,1,30,3,500
3.51419642619351,12.9115425699472,0.0594233892077528,Inf,0.177690111726938,14.0900482786533,4.25683462283655,0.00339173011305209,Inf,Inf,0.0244758455821285,0.0227401462527842,0.246381332843782,0.000206749611111728,387.346277098415,1.00065826862234,56.5056359728767,-55.6798893028089,0.803100024707297,0.921849266363631,0,0.803100024707297,0.921849266363631,708961.255549352,0.0173086244030603,-0.00322957912730415,1.04301813395186e-05,-0.00322957912730415,1.04301813395186e-05,-0.021306819693953,0.00540782754292923,2.7926058295988,4,1,1,739,1,30,3,500
4.11323873317095,12.0816443952105,0.0494415351343222,Inf,0.149101571381489,13.5046046075102,2.25385562460876,0.0117417644364672,Inf,Inf,0.0247459924715522,0.0228885567918638,0.227922398455368,6.88845382398334e-05,362.449331856316,0.999972343619116,35.8265110872825,-17.9641065357989,0.795909974966328,0.91387148285274,0,0.795909974966328,0.91387148285274,1609217.58926046,0.0392875388003043,-0.00131945137538025,1.74095193199284e-06,-0.00131945137538025,1.74095193199284e-06,-0.0341731997134334,0.00794256437703622,2.25288429511483,5,1,1,740,1,30,3,500
2.3808690487953,12.6661842767674,0.0397639805552365,Inf,0.133064678070474,13.1272325274414,4.72549706748178,0.0069684912955858,Inf,Inf,0.0239917193448417,0.0219225252181799,0.210104860073552,9.62094136612282e-05,379.985528303023,1.0000752326168,76.4985504858333,-47.3750779383329,0.783495497548236,0.926260940133765,0,0.783495497548236,0.926260940133765,3422855.35395485,0.0835658045399134,-0.00605006540282993,3.66032913785197e-05,-0.00605006540282993,3.66032913785197e-05,0.0844326995822662,0.0653227713626999,4.83095839423591,6,1,1,741,1,30,3,500
3.91875889873638,13.5853012108114,0.0481159925465393,Inf,0.144768771305223,14.5647172706658,4.28092562530713,0.00376051977503851,Inf,Inf,0.0225805510833096,0.0204740484158691,0.211804790658665,0.000111744694063635,407.559036324341,1.0003190529441,16.5479491070021,26.4631401453996,0.772285028782825,0.928952226175512,0,0.772285028782825,0.928952226175512,237384.76909718,0.00579552658928661,-0.00369700053193933,1.36678129331597e-05,-0.00369700053193933,1.36678129331597e-05,0.0540469690552478,0.00704791157419737,4.64908190919747,7,1,1,742,1,30,3,500
3.29736054708057,14.5435151119156,0.0445557625741166,Inf,0.122760913816332,15.495541658206,3.24910298707174,0.00643223226161525,Inf,Inf,0.0219641533339423,0.021002186604829,0.227233866995863,5.48165232045644e-05,436.305453357469,0.99992026530663,44.1279817974707,-11.23917472563,0.800071431631112,0.941506060043011,0,0.800071431631112,0.941506060043011,113915.207336938,0.00278113299162447,-0.00754690022885862,5.69557030643463e-05,-0.00754690022885862,5.69557030643463e-05,-0.0226809009346773,0.000670538358696571,3.10216367601712,8,1,1,743,1,30,3,500
3.57351704528409,10.6705805598759,0.0471612751817813,Inf,0.206405659232904,12.7030069410893,1.97488410370047,0.00691793475963903,Inf,Inf,0.0294494059730337,0.0267291241602893,0.207985726742531,0.00014470866935774,320.117416796278,1.00031711598502,4.28726017549873,14.5847334501712,0.748646251397496,0.893118685013614,0,0.748646251397496,0.893118685013614,2875882.25295331,0.0702119690662428,0.000785518678346753,6.17039594031629e-07,0.000785518678346753,6.17039594031629e-07,-0.0290826773406168,-0.0415114981452889,2.12134883935323,9,1,1,744,1,30,3,500
2.45921870039021,14.2637371544352,0.0585328020692514,Inf,0.107598487765976,14.9492457878652,4.64235550389712,0.0555166352346494,Inf,Inf,0.0207057551339941,0.0190381425633974,0.20907913384553,4.67587965741022e-05,427.912114633055,1.00013650574787,-73.2656063398733,53.5908415505605,0.786062400225107,0.943127688084283,0,0.786062400225107,0.943127688084283,103416.83793005,0.00252482514477662,-0.00505877142358502,2.55911683160804e-05,-0.00505877142358502,2.55911683160804e-05,0.0262316568818045,0.0285591814596241,4.30636248243047,10,1,1,745,1,30,3,500
4.21598132570364,12.7650679704267,0.0552563451356587,Inf,0.148556629692925,14.7011454389987,2.35598655894513,0.00826199437181177,Inf,Inf,0.0247377138092704,0.0231793450002679,0.215130046013079,7.32506057480178e-05,382.952039112801,1.00023682153688,-13.0602324814671,27.3702455105902,0.804478918041313,0.922056044894022,0,0.804478918041313,0.922056044894022,5207.11242335042,0.000127126768148204,0.00306230989577583,9.37774189776656e-06,0.00306230989577583,9.37774189776656e-06,-0.0562806208385611,-0.044349118274184,1.51781366984734,11,1,1,746,1,30,3,500
3.91398138778646,11.5267050913896,0.0575208159799064,Inf,0.372722604171703,13.5773783223132,2.66077959396596,0.0168657089742702,Inf,Inf,0.0262045765648419,0.0230900582109663,0.235452606974601,0.00355234749612516,345.801152741687,0.999983812238357,-1.30632034853304,24.15782346765,0.750310642638035,0.909943498255681,0,0.750310642638035,0.909943498255681,1292889.01805594,0.0315646732923813,0.0069048948527346,4.76775729273208e-05,0.0069048948527346,4.76775729273208e-05,-0.0196594665916199,-0.00981189946380989,2.53372162448548,12,1,1,747,1,30,3,500
3.5345216771947,10.7975253452714,0.0480336835358199,Inf,0.83483804538996,12.7026345152956,2.45798675207821,0.0182656155126387,Inf,Inf,0.0291814646976476,0.0259272508820384,0.20675928326122,0.00607121606108577,323.925760358142,1.00002627873716,19.6735242437396,6.82794668144554,0.721146044542801,0.904811873585761,0,0.721146044542801,0.904811873585761,3229953.4846714,0.0788562862468603,0.0139931321052778,0.000195807746115755,0.0139931321052778,0.000195807746115755,-0.023996565000294,-0.0176798372038636,2.27184327841487,13,1,1,748,1,30,3,500
4.4879749060073,11.6984484510166,0.0612182111644653,Inf,1.09708834448335,13.9029480807893,3.67666709676094,0.0181516410513335,Inf,Inf,0.0307748995484077,0.026617371714389,0.229599690649611,0.00544474176196563,350.953453530499,1.00009315062028,41.1263450549343,-1.61443868439763,0.741440715981523,0.898134953709818,0,0.741440715981523,0.898134953709818,1675109.5025661,0.0408962280899926,0.0175677214662247,0.00030862483751485,0.0175677214662247,0.00030862483751485,0.0817947861967918,0.0740666750142797,4.42393911658992,14,1,1,749,1,30,3,500
6.17312299099109,9.60716498097571,0.0711267416401411,Inf,0.243306137373977,15.1107658447389,1.46895564920783,0.0188475823671414,Inf,Inf,0.0295351089494445,0.0248888932242738,0.417762776233947,0.00022832762049904,288.214949429271,0.99986717407506,-21.2924929071395,18.6837000547345,0.585171432858862,0.90741726693377,0,0.585171432858862,0.90741726693377,107117.981333486,0.00261518509114955,-0.017105556512454,0.000292600063600759,-0.017105556512454,0.000292600063600759,-0.0571793062006372,-0.0407241925205197,1.10792374999007,15,1,1,750,1,30,3,500
3.73252699006044,13.7760399292178,0.100237251697885,Inf,0.125815298942987,13.339395975195,1.852912622206,0.056294574082956,Inf,Inf,0.0248927198984302,0.0231971887090792,0.281611295685669,9.31445629696735e-05,413.281197876533,0.999936621095556,-1.08303650475796,-15.6109471366124,0.806472991694741,0.922112921726931,0,0.806472991694741,0.922112921726931,1485079.91529218,0.0362568338694379,-0.0164899990601086,0.000271920069002383,-0.0164899990601086,0.000271920069002383,-0.0536938867888881,-0.0375876212004125,1.77237051406169,16,1,1,751,1,30,3,500
